x,y
-2.80E-01,-1.47E-21
-2.79E-01,-3.59E-21
-2.79E-01,-5.71E-21
-2.79E-01,-7.83E-21
-2.79E-01,-9.95E-21
-2.78E-01,-1.21E-20
-2.78E-01,-1.41E-20
-2.78E-01,-1.62E-20
-2.78E-01,-1.82E-20
-2.77E-01,-2.02E-20
-2.77E-01,-2.22E-20
-2.77E-01,-2.41E-20
-2.77E-01,-2.60E-20
-2.76E-01,-2.78E-20
-2.76E-01,-2.95E-20
-2.76E-01,-3.12E-20
-2.76E-01,-3.28E-20
-2.75E-01,-3.44E-20
-2.75E-01,-3.58E-20
-2.75E-01,-3.72E-20
-2.75E-01,-3.85E-20
-2.74E-01,-3.97E-20
-2.74E-01,-4.08E-20
-2.74E-01,-4.18E-20
-2.74E-01,-4.27E-20
-2.73E-01,-4.35E-20
-2.73E-01,-4.42E-20
-2.73E-01,-4.48E-20
-2.73E-01,-4.52E-20
-2.72E-01,-4.56E-20
-2.72E-01,-4.58E-20
-2.72E-01,-4.60E-20
-2.72E-01,-4.60E-20
-2.71E-01,-4.59E-20
-2.71E-01,-4.56E-20
-2.71E-01,-4.53E-20
-2.71E-01,-4.48E-20
-2.71E-01,-4.42E-20
-2.70E-01,-4.35E-20
-2.70E-01,-4.27E-20
-2.70E-01,-4.17E-20
-2.70E-01,-4.07E-20
-2.69E-01,-3.95E-20
-2.69E-01,-3.83E-20
-2.69E-01,-3.69E-20
-2.69E-01,-3.54E-20
-2.68E-01,-3.38E-20
-2.68E-01,-3.21E-20
-2.68E-01,-3.04E-20
-2.68E-01,-2.85E-20
-2.67E-01,-2.65E-20
-2.67E-01,-2.45E-20
-2.67E-01,-2.24E-20
-2.67E-01,-2.02E-20
-2.66E-01,-1.80E-20
-2.66E-01,-1.57E-20
-2.66E-01,-1.33E-20
-2.66E-01,-1.09E-20
-2.65E-01,-8.46E-21
-2.65E-01,-5.97E-21
-2.65E-01,-3.45E-21
-2.65E-01,-9.10E-22
-2.64E-01,1.65E-21
-2.64E-01,4.23E-21
-2.64E-01,6.80E-21
-2.64E-01,9.38E-21
-2.63E-01,1.20E-20
-2.63E-01,1.45E-20
-2.63E-01,1.70E-20
-2.63E-01,1.95E-20
-2.62E-01,2.20E-20
-2.62E-01,2.44E-20
-2.62E-01,2.68E-20
-2.62E-01,2.91E-20
-2.61E-01,3.14E-20
-2.61E-01,3.36E-20
-2.61E-01,3.57E-20
-2.61E-01,3.78E-20
-2.60E-01,3.97E-20
-2.60E-01,4.16E-20
-2.60E-01,4.34E-20
-2.60E-01,4.50E-20
-2.60E-01,4.66E-20
-2.59E-01,4.80E-20
-2.59E-01,4.94E-20
-2.59E-01,5.06E-20
-2.59E-01,5.17E-20
-2.58E-01,5.27E-20
-2.58E-01,5.35E-20
-2.58E-01,5.42E-20
-2.58E-01,5.48E-20
-2.57E-01,5.52E-20
-2.57E-01,5.55E-20
-2.57E-01,5.56E-20
-2.57E-01,5.56E-20
-2.56E-01,5.55E-20
-2.56E-01,5.52E-20
-2.56E-01,5.48E-20
-2.56E-01,5.42E-20
-2.55E-01,5.35E-20
-2.55E-01,5.26E-20
-2.55E-01,5.16E-20
-2.55E-01,5.04E-20
-2.54E-01,4.91E-20
-2.54E-01,4.77E-20
-2.54E-01,4.62E-20
-2.54E-01,4.45E-20
-2.53E-01,4.27E-20
-2.53E-01,4.07E-20
-2.53E-01,3.87E-20
-2.53E-01,3.65E-20
-2.52E-01,3.42E-20
-2.52E-01,3.19E-20
-2.52E-01,2.94E-20
-2.52E-01,2.68E-20
-2.51E-01,2.42E-20
-2.51E-01,2.15E-20
-2.51E-01,1.86E-20
-2.51E-01,1.58E-20
-2.50E-01,1.28E-20
-2.50E-01,9.87E-21
-2.50E-01,6.84E-21
-2.50E-01,3.78E-21
-2.50E-01,6.93E-22
-2.49E-01,-2.42E-21
-2.49E-01,-5.54E-21
-2.49E-01,-8.67E-21
-2.49E-01,-1.18E-20
-2.48E-01,-1.49E-20
-2.48E-01,-1.80E-20
-2.48E-01,-2.11E-20
-2.48E-01,-2.41E-20
-2.47E-01,-2.71E-20
-2.47E-01,-3.00E-20
-2.47E-01,-3.29E-20
-2.47E-01,-3.57E-20
-2.46E-01,-3.84E-20
-2.46E-01,-4.11E-20
-2.46E-01,-4.37E-20
-2.46E-01,-4.61E-20
-2.45E-01,-4.85E-20
-2.45E-01,-5.07E-20
-2.45E-01,-5.28E-20
-2.45E-01,-5.48E-20
-2.44E-01,-5.67E-20
-2.44E-01,-5.84E-20
-2.44E-01,-6.00E-20
-2.44E-01,-6.15E-20
-2.43E-01,-6.28E-20
-2.43E-01,-6.39E-20
-2.43E-01,-6.49E-20
-2.43E-01,-6.57E-20
-2.42E-01,-6.63E-20
-2.42E-01,-6.68E-20
-2.42E-01,-6.71E-20
-2.42E-01,-6.72E-20
-2.41E-01,-6.72E-20
-2.41E-01,-6.70E-20
-2.41E-01,-6.66E-20
-2.41E-01,-6.60E-20
-2.40E-01,-6.53E-20
-2.40E-01,-6.43E-20
-2.40E-01,-6.32E-20
-2.40E-01,-6.20E-20
-2.40E-01,-6.05E-20
-2.39E-01,-5.89E-20
-2.39E-01,-5.71E-20
-2.39E-01,-5.52E-20
-2.39E-01,-5.31E-20
-2.38E-01,-5.09E-20
-2.38E-01,-4.85E-20
-2.38E-01,-4.59E-20
-2.38E-01,-4.33E-20
-2.37E-01,-4.05E-20
-2.37E-01,-3.76E-20
-2.37E-01,-3.45E-20
-2.37E-01,-3.14E-20
-2.36E-01,-2.81E-20
-2.36E-01,-2.48E-20
-2.36E-01,-2.13E-20
-2.36E-01,-1.78E-20
-2.35E-01,-1.42E-20
-2.35E-01,-1.06E-20
-2.35E-01,-6.91E-21
-2.35E-01,-3.18E-21
-2.34E-01,5.80E-22
-2.34E-01,4.36E-21
-2.34E-01,8.16E-21
-2.34E-01,1.20E-20
-2.33E-01,1.58E-20
-2.33E-01,1.95E-20
-2.33E-01,2.33E-20
-2.33E-01,2.70E-20
-2.32E-01,3.06E-20
-2.32E-01,3.42E-20
-2.32E-01,3.78E-20
-2.32E-01,4.12E-20
-2.31E-01,4.46E-20
-2.31E-01,4.79E-20
-2.31E-01,5.11E-20
-2.31E-01,5.41E-20
-2.30E-01,5.70E-20
-2.30E-01,5.98E-20
-2.30E-01,6.25E-20
-2.30E-01,6.50E-20
-2.29E-01,6.74E-20
-2.29E-01,6.96E-20
-2.29E-01,7.16E-20
-2.29E-01,7.34E-20
-2.29E-01,7.51E-20
-2.28E-01,7.66E-20
-2.28E-01,7.79E-20
-2.28E-01,7.89E-20
-2.28E-01,7.98E-20
-2.27E-01,8.05E-20
-2.27E-01,8.10E-20
-2.27E-01,8.12E-20
-2.27E-01,8.13E-20
-2.26E-01,8.11E-20
-2.26E-01,8.07E-20
-2.26E-01,8.01E-20
-2.26E-01,7.93E-20
-2.25E-01,7.83E-20
-2.25E-01,7.70E-20
-2.25E-01,7.56E-20
-2.25E-01,7.39E-20
-2.24E-01,7.21E-20
-2.24E-01,7.00E-20
-2.24E-01,6.77E-20
-2.24E-01,6.52E-20
-2.23E-01,6.26E-20
-2.23E-01,5.98E-20
-2.23E-01,5.67E-20
-2.23E-01,5.36E-20
-2.22E-01,5.02E-20
-2.22E-01,4.67E-20
-2.22E-01,4.31E-20
-2.22E-01,3.93E-20
-2.21E-01,3.54E-20
-2.21E-01,3.13E-20
-2.21E-01,2.72E-20
-2.21E-01,2.30E-20
-2.20E-01,1.86E-20
-2.20E-01,1.42E-20
-2.20E-01,9.77E-21
-2.20E-01,5.25E-21
-2.19E-01,6.81E-22
-2.19E-01,-3.91E-21
-2.19E-01,-8.53E-21
-2.19E-01,-1.31E-20
-2.19E-01,-1.78E-20
-2.18E-01,-2.24E-20
-2.18E-01,-2.69E-20
-2.18E-01,-3.15E-20
-2.18E-01,-3.59E-20
-2.17E-01,-4.03E-20
-2.17E-01,-4.47E-20
-2.17E-01,-4.89E-20
-2.17E-01,-5.30E-20
-2.16E-01,-5.70E-20
-2.16E-01,-6.09E-20
-2.16E-01,-6.47E-20
-2.16E-01,-6.83E-20
-2.15E-01,-7.17E-20
-2.15E-01,-7.50E-20
-2.15E-01,-7.81E-20
-2.15E-01,-8.10E-20
-2.14E-01,-8.37E-20
-2.14E-01,-8.62E-20
-2.14E-01,-8.85E-20
-2.14E-01,-9.05E-20
-2.13E-01,-9.24E-20
-2.13E-01,-9.39E-20
-2.13E-01,-9.53E-20
-2.13E-01,-9.64E-20
-2.12E-01,-9.73E-20
-2.12E-01,-9.79E-20
-2.12E-01,-9.82E-20
-2.12E-01,-9.83E-20
-2.11E-01,-9.81E-20
-2.11E-01,-9.77E-20
-2.11E-01,-9.70E-20
-2.11E-01,-9.60E-20
-2.10E-01,-9.48E-20
-2.10E-01,-9.33E-20
-2.10E-01,-9.15E-20
-2.10E-01,-8.95E-20
-2.09E-01,-8.73E-20
-2.09E-01,-8.47E-20
-2.09E-01,-8.20E-20
-2.09E-01,-7.90E-20
-2.08E-01,-7.58E-20
-2.08E-01,-7.23E-20
-2.08E-01,-6.86E-20
-2.08E-01,-6.48E-20
-2.08E-01,-6.07E-20
-2.07E-01,-5.64E-20
-2.07E-01,-5.20E-20
-2.07E-01,-4.74E-20
-2.07E-01,-4.26E-20
-2.06E-01,-3.77E-20
-2.06E-01,-3.26E-20
-2.06E-01,-2.74E-20
-2.06E-01,-2.22E-20
-2.05E-01,-1.68E-20
-2.05E-01,-1.13E-20
-2.05E-01,-5.83E-21
-2.05E-01,-2.59E-22
-2.04E-01,5.35E-21
-2.04E-01,1.10E-20
-2.04E-01,1.66E-20
-2.04E-01,2.22E-20
-2.03E-01,2.78E-20
-2.03E-01,3.34E-20
-2.03E-01,3.89E-20
-2.03E-01,4.43E-20
-2.02E-01,4.97E-20
-2.02E-01,5.50E-20
-2.02E-01,6.01E-20
-2.02E-01,6.51E-20
-2.01E-01,7.00E-20
-2.01E-01,7.47E-20
-2.01E-01,7.92E-20
-2.01E-01,8.36E-20
-2.00E-01,8.77E-20
-2.00E-01,9.17E-20
-2.00E-01,9.54E-20
-2.00E-01,9.89E-20
-1.99E-01,1.02E-19
-1.99E-01,1.05E-19
-1.99E-01,1.08E-19
-1.99E-01,1.10E-19
-1.98E-01,1.12E-19
-1.98E-01,1.14E-19
-1.98E-01,1.16E-19
-1.98E-01,1.17E-19
-1.98E-01,1.18E-19
-1.97E-01,1.19E-19
-1.97E-01,1.19E-19
-1.97E-01,1.19E-19
-1.97E-01,1.19E-19
-1.96E-01,1.18E-19
-1.96E-01,1.17E-19
-1.96E-01,1.16E-19
-1.96E-01,1.14E-19
-1.95E-01,1.12E-19
-1.95E-01,1.10E-19
-1.95E-01,1.07E-19
-1.95E-01,1.04E-19
-1.94E-01,1.01E-19
-1.94E-01,9.77E-20
-1.94E-01,9.39E-20
-1.94E-01,8.98E-20
-1.93E-01,8.55E-20
-1.93E-01,8.08E-20
-1.93E-01,7.60E-20
-1.93E-01,7.09E-20
-1.92E-01,6.56E-20
-1.92E-01,6.00E-20
-1.92E-01,5.43E-20
-1.92E-01,4.84E-20
-1.91E-01,4.23E-20
-1.91E-01,3.60E-20
-1.91E-01,2.96E-20
-1.91E-01,2.31E-20
-1.90E-01,1.65E-20
-1.90E-01,9.76E-21
-1.90E-01,2.98E-21
-1.90E-01,-3.86E-21
-1.89E-01,-1.07E-20
-1.89E-01,-1.76E-20
-1.89E-01,-2.45E-20
-1.89E-01,-3.14E-20
-1.88E-01,-3.82E-20
-1.88E-01,-4.49E-20
-1.88E-01,-5.16E-20
-1.88E-01,-5.82E-20
-1.88E-01,-6.47E-20
-1.87E-01,-7.10E-20
-1.87E-01,-7.72E-20
-1.87E-01,-8.32E-20
-1.87E-01,-8.90E-20
-1.86E-01,-9.46E-20
-1.86E-01,-1.00E-19
-1.86E-01,-1.05E-19
-1.86E-01,-1.10E-19
-1.85E-01,-1.15E-19
-1.85E-01,-1.19E-19
-1.85E-01,-1.23E-19
-1.85E-01,-1.27E-19
-1.84E-01,-1.30E-19
-1.84E-01,-1.33E-19
-1.84E-01,-1.36E-19
-1.84E-01,-1.38E-19
-1.83E-01,-1.40E-19
-1.83E-01,-1.42E-19
-1.83E-01,-1.43E-19
-1.83E-01,-1.44E-19
-1.82E-01,-1.44E-19
-1.82E-01,-1.44E-19
-1.82E-01,-1.44E-19
-1.82E-01,-1.43E-19
-1.81E-01,-1.42E-19
-1.81E-01,-1.40E-19
-1.81E-01,-1.38E-19
-1.81E-01,-1.36E-19
-1.80E-01,-1.33E-19
-1.80E-01,-1.30E-19
-1.80E-01,-1.26E-19
-1.80E-01,-1.22E-19
-1.79E-01,-1.18E-19
-1.79E-01,-1.13E-19
-1.79E-01,-1.08E-19
-1.79E-01,-1.03E-19
-1.78E-01,-9.74E-20
-1.78E-01,-9.14E-20
-1.78E-01,-8.51E-20
-1.78E-01,-7.86E-20
-1.77E-01,-7.17E-20
-1.77E-01,-6.47E-20
-1.77E-01,-5.74E-20
-1.77E-01,-4.99E-20
-1.77E-01,-4.22E-20
-1.76E-01,-3.43E-20
-1.76E-01,-2.63E-20
-1.76E-01,-1.82E-20
-1.76E-01,-9.96E-21
-1.75E-01,-1.64E-21
-1.75E-01,6.74E-21
-1.75E-01,1.52E-20
-1.75E-01,2.36E-20
-1.74E-01,3.20E-20
-1.74E-01,4.04E-20
-1.74E-01,4.87E-20
-1.74E-01,5.70E-20
-1.73E-01,6.51E-20
-1.73E-01,7.31E-20
-1.73E-01,8.10E-20
-1.73E-01,8.87E-20
-1.72E-01,9.61E-20
-1.72E-01,1.03E-19
-1.72E-01,1.10E-19
-1.72E-01,1.17E-19
-1.71E-01,1.24E-19
-1.71E-01,1.30E-19
-1.71E-01,1.36E-19
-1.71E-01,1.41E-19
-1.70E-01,1.46E-19
-1.70E-01,1.51E-19
-1.70E-01,1.55E-19
-1.70E-01,1.59E-19
-1.69E-01,1.63E-19
-1.69E-01,1.66E-19
-1.69E-01,1.68E-19
-1.69E-01,1.70E-19
-1.68E-01,1.72E-19
-1.68E-01,1.73E-19
-1.68E-01,1.74E-19
-1.68E-01,1.74E-19
-1.67E-01,1.74E-19
-1.67E-01,1.73E-19
-1.67E-01,1.72E-19
-1.67E-01,1.70E-19
-1.67E-01,1.68E-19
-1.66E-01,1.65E-19
-1.66E-01,1.62E-19
-1.66E-01,1.58E-19
-1.66E-01,1.54E-19
-1.65E-01,1.49E-19
-1.65E-01,1.44E-19
-1.65E-01,1.38E-19
-1.65E-01,1.32E-19
-1.64E-01,1.26E-19
-1.64E-01,1.19E-19
-1.64E-01,1.12E-19
-1.64E-01,1.04E-19
-1.63E-01,9.60E-20
-1.63E-01,8.77E-20
-1.63E-01,7.91E-20
-1.63E-01,7.02E-20
-1.62E-01,6.10E-20
-1.62E-01,5.16E-20
-1.62E-01,4.20E-20
-1.62E-01,3.22E-20
-1.61E-01,2.22E-20
-1.61E-01,1.22E-20
-1.61E-01,1.98E-21
-1.61E-01,-8.28E-21
-1.60E-01,-1.86E-20
-1.60E-01,-2.89E-20
-1.60E-01,-3.92E-20
-1.60E-01,-4.95E-20
-1.59E-01,-5.96E-20
-1.59E-01,-6.97E-20
-1.59E-01,-7.97E-20
-1.59E-01,-8.94E-20
-1.58E-01,-9.90E-20
-1.58E-01,-1.08E-19
-1.58E-01,-1.17E-19
-1.58E-01,-1.26E-19
-1.57E-01,-1.35E-19
-1.57E-01,-1.43E-19
-1.57E-01,-1.51E-19
-1.57E-01,-1.58E-19
-1.56E-01,-1.65E-19
-1.56E-01,-1.72E-19
-1.56E-01,-1.78E-19
-1.56E-01,-1.83E-19
-1.56E-01,-1.89E-19
-1.55E-01,-1.93E-19
-1.55E-01,-1.97E-19
-1.55E-01,-2.01E-19
-1.55E-01,-2.04E-19
-1.54E-01,-2.06E-19
-1.54E-01,-2.08E-19
-1.54E-01,-2.09E-19
-1.54E-01,-2.10E-19
-1.53E-01,-2.10E-19
-1.53E-01,-2.09E-19
-1.53E-01,-2.08E-19
-1.53E-01,-2.06E-19
-1.52E-01,-2.03E-19
-1.52E-01,-2.00E-19
-1.52E-01,-1.96E-19
-1.52E-01,-1.92E-19
-1.51E-01,-1.87E-19
-1.51E-01,-1.81E-19
-1.51E-01,-1.75E-19
-1.51E-01,-1.69E-19
-1.50E-01,-1.61E-19
-1.50E-01,-1.54E-19
-1.50E-01,-1.45E-19
-1.50E-01,-1.37E-19
-1.49E-01,-1.27E-19
-1.49E-01,-1.18E-19
-1.49E-01,-1.08E-19
-1.49E-01,-9.73E-20
-1.48E-01,-8.65E-20
-1.48E-01,-7.53E-20
-1.48E-01,-6.39E-20
-1.48E-01,-5.22E-20
-1.47E-01,-4.03E-20
-1.47E-01,-2.81E-20
-1.47E-01,-1.58E-20
-1.47E-01,-3.41E-21
-1.46E-01,9.10E-21
-1.46E-01,2.17E-20
-1.46E-01,3.42E-20
-1.46E-01,4.68E-20
-1.46E-01,5.93E-20
-1.45E-01,7.17E-20
-1.45E-01,8.40E-20
-1.45E-01,9.61E-20
-1.45E-01,1.08E-19
-1.44E-01,1.20E-19
-1.44E-01,1.31E-19
-1.44E-01,1.42E-19
-1.44E-01,1.53E-19
-1.43E-01,1.63E-19
-1.43E-01,1.73E-19
-1.43E-01,1.82E-19
-1.43E-01,1.91E-19
-1.42E-01,1.99E-19
-1.42E-01,2.07E-19
-1.42E-01,2.14E-19
-1.42E-01,2.21E-19
-1.41E-01,2.27E-19
-1.41E-01,2.32E-19
-1.41E-01,2.37E-19
-1.41E-01,2.41E-19
-1.40E-01,2.44E-19
-1.40E-01,2.47E-19
-1.40E-01,2.49E-19
-1.40E-01,2.50E-19
-1.39E-01,2.50E-19
-1.39E-01,2.50E-19
-1.39E-01,2.48E-19
-1.39E-01,2.46E-19
-1.38E-01,2.44E-19
-1.38E-01,2.40E-19
-1.38E-01,2.36E-19
-1.38E-01,2.31E-19
-1.37E-01,2.25E-19
-1.37E-01,2.18E-19
-1.37E-01,2.11E-19
-1.37E-01,2.03E-19
-1.36E-01,1.95E-19
-1.36E-01,1.85E-19
-1.36E-01,1.75E-19
-1.36E-01,1.65E-19
-1.35E-01,1.54E-19
-1.35E-01,1.42E-19
-1.35E-01,1.30E-19
-1.35E-01,1.17E-19
-1.35E-01,1.04E-19
-1.34E-01,9.09E-20
-1.34E-01,7.71E-20
-1.34E-01,6.29E-20
-1.34E-01,4.85E-20
-1.33E-01,3.38E-20
-1.33E-01,1.89E-20
-1.33E-01,3.84E-21
-1.33E-01,-1.13E-20
-1.32E-01,-2.65E-20
-1.32E-01,-4.17E-20
-1.32E-01,-5.69E-20
-1.32E-01,-7.20E-20
-1.31E-01,-8.69E-20
-1.31E-01,-1.02E-19
-1.31E-01,-1.16E-19
-1.31E-01,-1.31E-19
-1.30E-01,-1.44E-19
-1.30E-01,-1.58E-19
-1.30E-01,-1.71E-19
-1.30E-01,-1.84E-19
-1.29E-01,-1.96E-19
-1.29E-01,-2.08E-19
-1.29E-01,-2.19E-19
-1.29E-01,-2.29E-19
-1.28E-01,-2.39E-19
-1.28E-01,-2.48E-19
-1.28E-01,-2.56E-19
-1.28E-01,-2.64E-19
-1.27E-01,-2.71E-19
-1.27E-01,-2.77E-19
-1.27E-01,-2.82E-19
-1.27E-01,-2.86E-19
-1.26E-01,-2.89E-19
-1.26E-01,-2.92E-19
-1.26E-01,-2.93E-19
-1.26E-01,-2.94E-19
-1.25E-01,-2.93E-19
-1.25E-01,-2.92E-19
-1.25E-01,-2.90E-19
-1.25E-01,-2.87E-19
-1.25E-01,-2.83E-19
-1.24E-01,-2.77E-19
-1.24E-01,-2.71E-19
-1.24E-01,-2.65E-19
-1.24E-01,-2.57E-19
-1.23E-01,-2.48E-19
-1.23E-01,-2.39E-19
-1.23E-01,-2.28E-19
-1.23E-01,-2.17E-19
-1.22E-01,-2.05E-19
-1.22E-01,-1.92E-19
-1.22E-01,-1.79E-19
-1.22E-01,-1.65E-19
-1.21E-01,-1.50E-19
-1.21E-01,-1.35E-19
-1.21E-01,-1.19E-19
-1.21E-01,-1.03E-19
-1.20E-01,-8.66E-20
-1.20E-01,-6.95E-20
-1.20E-01,-5.22E-20
-1.20E-01,-3.46E-20
-1.19E-01,-1.67E-20
-1.19E-01,1.26E-21
-1.19E-01,1.93E-20
-1.19E-01,3.75E-20
-1.18E-01,5.56E-20
-1.18E-01,7.36E-20
-1.18E-01,9.14E-20
-1.18E-01,1.09E-19
-1.17E-01,1.27E-19
-1.17E-01,1.44E-19
-1.17E-01,1.60E-19
-1.17E-01,1.77E-19
-1.16E-01,1.92E-19
-1.16E-01,2.07E-19
-1.16E-01,2.22E-19
-1.16E-01,2.36E-19
-1.15E-01,2.49E-19
-1.15E-01,2.62E-19
-1.15E-01,2.73E-19
-1.15E-01,2.84E-19
-1.15E-01,2.94E-19
-1.14E-01,3.03E-19
-1.14E-01,3.11E-19
-1.14E-01,3.18E-19
-1.14E-01,3.24E-19
-1.13E-01,3.29E-19
-1.13E-01,3.32E-19
-1.13E-01,3.35E-19
-1.13E-01,3.37E-19
-1.12E-01,3.37E-19
-1.12E-01,3.36E-19
-1.12E-01,3.35E-19
-1.12E-01,3.32E-19
-1.11E-01,3.27E-19
-1.11E-01,3.22E-19
-1.11E-01,3.16E-19
-1.11E-01,3.08E-19
-1.10E-01,2.99E-19
-1.10E-01,2.90E-19
-1.10E-01,2.79E-19
-1.10E-01,2.67E-19
-1.09E-01,2.55E-19
-1.09E-01,2.41E-19
-1.09E-01,2.26E-19
-1.09E-01,2.11E-19
-1.08E-01,1.95E-19
-1.08E-01,1.78E-19
-1.08E-01,1.60E-19
-1.08E-01,1.42E-19
-1.07E-01,1.23E-19
-1.07E-01,1.04E-19
-1.07E-01,8.36E-20
-1.07E-01,6.34E-20
-1.06E-01,4.28E-20
-1.06E-01,2.20E-20
-1.06E-01,1.06E-21
-1.06E-01,-2.00E-20
-1.05E-01,-4.11E-20
-1.05E-01,-6.22E-20
-1.05E-01,-8.31E-20
-1.05E-01,-1.04E-19
-1.04E-01,-1.24E-19
-1.04E-01,-1.44E-19
-1.04E-01,-1.64E-19
-1.04E-01,-1.83E-19
-1.04E-01,-2.02E-19
-1.03E-01,-2.20E-19
-1.03E-01,-2.37E-19
-1.03E-01,-2.54E-19
-1.03E-01,-2.69E-19
-1.02E-01,-2.84E-19
-1.02E-01,-2.98E-19
-1.02E-01,-3.11E-19
-1.02E-01,-3.23E-19
-1.01E-01,-3.33E-19
-1.01E-01,-3.43E-19
-1.01E-01,-3.51E-19
-1.01E-01,-3.58E-19
-1.00E-01,-3.64E-19
-1.00E-01,-3.69E-19
-9.99E-02,-3.72E-19
-9.96E-02,-3.74E-19
-9.94E-02,-3.74E-19
-9.91E-02,-3.73E-19
-9.89E-02,-3.71E-19
-9.86E-02,-3.67E-19
-9.84E-02,-3.62E-19
-9.81E-02,-3.56E-19
-9.79E-02,-3.48E-19
-9.77E-02,-3.40E-19
-9.74E-02,-3.29E-19
-9.72E-02,-3.18E-19
-9.69E-02,-3.05E-19
-9.67E-02,-2.91E-19
-9.64E-02,-2.76E-19
-9.62E-02,-2.60E-19
-9.59E-02,-2.43E-19
-9.57E-02,-2.25E-19
-9.55E-02,-2.06E-19
-9.52E-02,-1.86E-19
-9.50E-02,-1.66E-19
-9.47E-02,-1.44E-19
-9.45E-02,-1.22E-19
-9.42E-02,-1.00E-19
-9.40E-02,-7.71E-20
-9.38E-02,-5.38E-20
-9.35E-02,-3.03E-20
-9.33E-02,-6.58E-21
-9.30E-02,1.72E-20
-9.28E-02,4.11E-20
-9.25E-02,6.48E-20
-9.23E-02,8.84E-20
-9.20E-02,1.12E-19
-9.18E-02,1.35E-19
-9.16E-02,1.57E-19
-9.13E-02,1.79E-19
-9.11E-02,2.01E-19
-9.08E-02,2.21E-19
-9.06E-02,2.41E-19
-9.03E-02,2.60E-19
-9.01E-02,2.78E-19
-8.98E-02,2.95E-19
-8.96E-02,3.11E-19
-8.94E-02,3.26E-19
-8.91E-02,3.39E-19
-8.89E-02,3.51E-19
-8.86E-02,3.62E-19
-8.84E-02,3.72E-19
-8.81E-02,3.80E-19
-8.79E-02,3.86E-19
-8.76E-02,3.91E-19
-8.74E-02,3.94E-19
-8.72E-02,3.96E-19
-8.69E-02,3.97E-19
-8.67E-02,3.95E-19
-8.64E-02,3.93E-19
-8.62E-02,3.88E-19
-8.59E-02,3.82E-19
-8.57E-02,3.75E-19
-8.54E-02,3.66E-19
-8.52E-02,3.55E-19
-8.50E-02,3.43E-19
-8.47E-02,3.29E-19
-8.45E-02,3.15E-19
-8.42E-02,2.98E-19
-8.40E-02,2.81E-19
-8.37E-02,2.63E-19
-8.35E-02,2.43E-19
-8.33E-02,2.22E-19
-8.30E-02,2.00E-19
-8.28E-02,1.78E-19
-8.25E-02,1.55E-19
-8.23E-02,1.31E-19
-8.20E-02,1.06E-19
-8.18E-02,8.08E-20
-8.15E-02,5.54E-20
-8.13E-02,2.96E-20
-8.11E-02,3.74E-21
-8.08E-02,-2.22E-20
-8.06E-02,-4.81E-20
-8.03E-02,-7.38E-20
-8.01E-02,-9.93E-20
-7.98E-02,-1.24E-19
-7.96E-02,-1.49E-19
-7.93E-02,-1.73E-19
-7.91E-02,-1.96E-19
-7.89E-02,-2.18E-19
-7.86E-02,-2.40E-19
-7.84E-02,-2.60E-19
-7.81E-02,-2.80E-19
-7.79E-02,-2.98E-19
-7.76E-02,-3.15E-19
-7.74E-02,-3.30E-19
-7.71E-02,-3.44E-19
-7.69E-02,-3.57E-19
-7.67E-02,-3.68E-19
-7.64E-02,-3.77E-19
-7.62E-02,-3.85E-19
-7.59E-02,-3.91E-19
-7.57E-02,-3.95E-19
-7.54E-02,-3.98E-19
-7.52E-02,-3.99E-19
-7.50E-02,-3.98E-19
-7.47E-02,-3.95E-19
-7.45E-02,-3.90E-19
-7.42E-02,-3.84E-19
-7.40E-02,-3.75E-19
-7.37E-02,-3.65E-19
-7.35E-02,-3.54E-19
-7.32E-02,-3.41E-19
-7.30E-02,-3.26E-19
-7.28E-02,-3.09E-19
-7.25E-02,-2.92E-19
-7.23E-02,-2.73E-19
-7.20E-02,-2.52E-19
-7.18E-02,-2.31E-19
-7.15E-02,-2.08E-19
-7.13E-02,-1.84E-19
-7.10E-02,-1.60E-19
-7.08E-02,-1.34E-19
-7.06E-02,-1.09E-19
-7.03E-02,-8.21E-20
-7.01E-02,-5.52E-20
-6.98E-02,-2.81E-20
-6.96E-02,-8.73E-22
-6.93E-02,2.64E-20
-6.91E-02,5.35E-20
-6.88E-02,8.03E-20
-6.86E-02,1.07E-19
-6.84E-02,1.33E-19
-6.81E-02,1.58E-19
-6.79E-02,1.82E-19
-6.76E-02,2.06E-19
-6.74E-02,2.28E-19
-6.71E-02,2.50E-19
-6.69E-02,2.70E-19
-6.67E-02,2.89E-19
-6.64E-02,3.06E-19
-6.62E-02,3.22E-19
-6.59E-02,3.36E-19
-6.57E-02,3.48E-19
-6.54E-02,3.58E-19
-6.52E-02,3.67E-19
-6.49E-02,3.74E-19
-6.47E-02,3.79E-19
-6.45E-02,3.81E-19
-6.42E-02,3.82E-19
-6.40E-02,3.81E-19
-6.37E-02,3.78E-19
-6.35E-02,3.73E-19
-6.32E-02,3.66E-19
-6.30E-02,3.56E-19
-6.27E-02,3.45E-19
-6.25E-02,3.32E-19
-6.23E-02,3.18E-19
-6.20E-02,3.01E-19
-6.18E-02,2.83E-19
-6.15E-02,2.63E-19
-6.13E-02,2.42E-19
-6.10E-02,2.20E-19
-6.08E-02,1.96E-19
-6.05E-02,1.71E-19
-6.03E-02,1.46E-19
-6.01E-02,1.19E-19
-5.98E-02,9.19E-20
-5.96E-02,6.42E-20
