x,y
-5.93E-02,3.61E-20
-5.91E-02,7.74E-21
-5.88E-02,-2.06E-20
-5.86E-02,-4.89E-20
-5.83E-02,-7.69E-20
-5.81E-02,-1.05E-19
-5.79E-02,-1.32E-19
-5.76E-02,-1.58E-19
-5.74E-02,-1.83E-19
-5.71E-02,-2.07E-19
-5.69E-02,-2.30E-19
-5.66E-02,-2.52E-19
-5.64E-02,-2.72E-19
-5.62E-02,-2.91E-19
-5.59E-02,-3.08E-19
-5.57E-02,-3.23E-19
-5.54E-02,-3.36E-19
-5.52E-02,-3.47E-19
-5.49E-02,-3.56E-19
-5.47E-02,-3.62E-19
-5.44E-02,-3.67E-19
-5.42E-02,-3.69E-19
-5.40E-02,-3.69E-19
-5.37E-02,-3.67E-19
-5.35E-02,-3.62E-19
-5.32E-02,-3.55E-19
-5.30E-02,-3.45E-19
-5.27E-02,-3.34E-19
-5.25E-02,-3.20E-19
-5.22E-02,-3.04E-19
-5.20E-02,-2.86E-19
-5.18E-02,-2.67E-19
-5.15E-02,-2.45E-19
-5.13E-02,-2.22E-19
-5.10E-02,-1.97E-19
-5.08E-02,-1.71E-19
-5.05E-02,-1.43E-19
-5.03E-02,-1.15E-19
-5.00E-02,-8.53E-20
-4.98E-02,-5.52E-20
-4.96E-02,-2.45E-20
-4.93E-02,6.39E-21
-4.91E-02,3.74E-20
-4.88E-02,6.83E-20
-4.86E-02,9.90E-20
-4.83E-02,1.29E-19
-4.81E-02,1.58E-19
-4.79E-02,1.87E-19
-4.76E-02,2.14E-19
-4.74E-02,2.40E-19
-4.71E-02,2.65E-19
-4.69E-02,2.87E-19
-4.66E-02,3.08E-19
-4.64E-02,3.27E-19
-4.61E-02,3.44E-19
-4.59E-02,3.58E-19
-4.57E-02,3.70E-19
-4.54E-02,3.79E-19
-4.52E-02,3.86E-19
-4.49E-02,3.90E-19
-4.47E-02,3.91E-19
-4.44E-02,3.89E-19
-4.42E-02,3.84E-19
-4.39E-02,3.77E-19
-4.37E-02,3.67E-19
-4.35E-02,3.54E-19
-4.32E-02,3.38E-19
-4.30E-02,3.20E-19
-4.27E-02,2.99E-19
-4.25E-02,2.75E-19
-4.22E-02,2.50E-19
-4.20E-02,2.22E-19
-4.17E-02,1.92E-19
-4.15E-02,1.61E-19
-4.13E-02,1.28E-19
-4.10E-02,9.41E-20
-4.08E-02,5.90E-20
-4.05E-02,2.30E-20
-4.03E-02,-1.34E-20
-4.00E-02,-5.01E-20
-3.98E-02,-8.68E-20
-3.96E-02,-1.23E-19
-3.93E-02,-1.59E-19
-3.91E-02,-1.94E-19
-3.88E-02,-2.27E-19
-3.86E-02,-2.59E-19
-3.83E-02,-2.90E-19
-3.81E-02,-3.18E-19
-3.78E-02,-3.44E-19
-3.76E-02,-3.68E-19
-3.74E-02,-3.89E-19
-3.71E-02,-4.07E-19
-3.69E-02,-4.22E-19
-3.66E-02,-4.33E-19
-3.64E-02,-4.41E-19
-3.61E-02,-4.46E-19
-3.59E-02,-4.47E-19
-3.56E-02,-4.44E-19
-3.54E-02,-4.38E-19
-3.52E-02,-4.28E-19
-3.49E-02,-4.14E-19
-3.47E-02,-3.97E-19
-3.44E-02,-3.76E-19
-3.42E-02,-3.51E-19
-3.39E-02,-3.24E-19
-3.37E-02,-2.93E-19
-3.34E-02,-2.59E-19
-3.32E-02,-2.23E-19
-3.30E-02,-1.85E-19
-3.27E-02,-1.45E-19
-3.25E-02,-1.03E-19
-3.22E-02,-5.94E-20
-3.20E-02,-1.52E-20
-3.17E-02,2.95E-20
-3.15E-02,7.44E-20
-3.13E-02,1.19E-19
-3.10E-02,1.63E-19
-3.08E-02,2.06E-19
-3.05E-02,2.47E-19
-3.03E-02,2.86E-19
-3.00E-02,3.23E-19
-2.98E-02,3.58E-19
-2.95E-02,3.89E-19
-2.93E-02,4.16E-19
-2.91E-02,4.40E-19
-2.88E-02,4.60E-19
-2.86E-02,4.75E-19
-2.83E-02,4.86E-19
-2.81E-02,4.92E-19
-2.78E-02,4.93E-19
-2.76E-02,4.89E-19
-2.73E-02,4.80E-19
-2.71E-02,4.66E-19
-2.69E-02,4.47E-19
-2.66E-02,4.23E-19
-2.64E-02,3.95E-19
-2.61E-02,3.62E-19
-2.59E-02,3.25E-19
-2.56E-02,2.84E-19
-2.54E-02,2.40E-19
-2.51E-02,1.92E-19
-2.49E-02,1.43E-19
-2.47E-02,9.08E-20
-2.44E-02,3.75E-20
-2.42E-02,-1.67E-20
-2.39E-02,-7.10E-20
-2.37E-02,-1.25E-19
-2.34E-02,-1.78E-19
-2.32E-02,-2.29E-19
-2.29E-02,-2.77E-19
-2.27E-02,-3.22E-19
-2.25E-02,-3.64E-19
-2.22E-02,-4.01E-19
-2.20E-02,-4.33E-19
-2.17E-02,-4.60E-19
-2.15E-02,-4.81E-19
-2.12E-02,-4.96E-19
-2.10E-02,-5.04E-19
-2.08E-02,-5.05E-19
-2.05E-02,-4.99E-19
-2.03E-02,-4.86E-19
-2.00E-02,-4.66E-19
-1.98E-02,-4.39E-19
-1.95E-02,-4.05E-19
-1.93E-02,-3.64E-19
-1.90E-02,-3.18E-19
-1.88E-02,-2.66E-19
-1.86E-02,-2.09E-19
-1.83E-02,-1.49E-19
-1.81E-02,-8.46E-20
-1.78E-02,-1.83E-20
-1.76E-02,4.91E-20
-1.73E-02,1.17E-19
-1.71E-02,1.83E-19
-1.68E-02,2.48E-19
-1.66E-02,3.09E-19
-1.64E-02,3.65E-19
-1.61E-02,4.16E-19
-1.59E-02,4.60E-19
-1.56E-02,4.96E-19
-1.54E-02,5.24E-19
-1.51E-02,5.42E-19
-1.49E-02,5.50E-19
-1.46E-02,5.47E-19
-1.44E-02,5.32E-19
-1.42E-02,5.07E-19
-1.39E-02,4.71E-19
-1.37E-02,4.23E-19
-1.34E-02,3.66E-19
-1.32E-02,2.99E-19
-1.29E-02,2.24E-19
-1.27E-02,1.43E-19
-1.25E-02,5.54E-20
-1.22E-02,-3.52E-20
-1.20E-02,-1.27E-19
-1.17E-02,-2.19E-19
-1.15E-02,-3.09E-19
-1.12E-02,-3.93E-19
-1.10E-02,-4.70E-19
-1.07E-02,-5.36E-19
-1.05E-02,-5.91E-19
-1.03E-02,-6.31E-19
-1.00E-02,-6.54E-19
-9.77E-03,-6.58E-19
-9.52E-03,-6.41E-19
-9.28E-03,-6.04E-19
-9.03E-03,-5.46E-19
-8.79E-03,-4.67E-19
-8.54E-03,-3.69E-19
-8.30E-03,-2.55E-19
-8.06E-03,-1.27E-19
-7.81E-03,9.35E-21
-7.57E-03,1.50E-19
-7.32E-03,2.88E-19
-7.08E-03,4.19E-19
-6.84E-03,5.34E-19
-6.59E-03,6.28E-19
-6.35E-03,6.94E-19
-6.10E-03,7.26E-19
-5.86E-03,7.20E-19
-5.62E-03,6.72E-19
-5.37E-03,5.83E-19
-5.13E-03,4.53E-19
-4.88E-03,2.90E-19
-4.64E-03,1.01E-19
-4.39E-03,-1.02E-19
-4.15E-03,-3.02E-19
-3.91E-03,-4.84E-19
-3.66E-03,-6.31E-19
-3.42E-03,-7.25E-19
-3.17E-03,-7.57E-19
-2.93E-03,-7.18E-19
-2.69E-03,-6.09E-19
-2.44E-03,-4.39E-19
-2.20E-03,-2.24E-19
-1.95E-03,1.17E-20
-1.71E-03,2.42E-19
-1.46E-03,4.38E-19
-1.22E-03,5.75E-19
-9.77E-04,6.37E-19
-7.32E-04,6.16E-19
-4.88E-04,5.18E-19
-2.44E-04,3.59E-19
0.00E+00,1.64E-19
0.00E+00,1.64E-19
